url,caption,id,similarity
https://us.123rf.com/450wm/pepeemilio/pepeemilio1504/pepeemilio150400193/38367472-sport-car-isolated-on-the-white-background.jpg?ver=6,sport car isolated on the white background Çizim,1044684880,0.543249249458313
https://clipground.com/images/rolls-royce-clipart-16.jpg,"Wedding Car Clipart, Wedding Getaway Clipart, Wedding Vehicle.",338273821,0.5431334376335144
https://thumbs.dreamstime.com/t/carro-do-franc%C3%AAs-do-vintage-10047178.jpg,Carro do francês do vintage Fotos de Stock Royalty Free,3940006133,0.5421265959739685
https://thumbs.dreamstime.com/t/%D1%81%D0%B1%D0%BE%D1%80-%D0%B2%D0%B8%D0%BD%D0%BE%D0%B3%D1%80%D0%B0-%D0%B0-sepia-%D0%B0%D0%B2%D1%82%D0%BE%D0%BC%D0%BE%D0%B1%D0%B8-%D1%8F-%D0%B0%D0%B2%D1%82%D0%BE%D0%BC%D0%BE%D0%B1%D0%B8-%D1%8F-%D1%80%D0%B5%D1%82%D1%80%D0%BE-44235688.jpg,сбор винограда sepia автомобиля автомобиля ретро Стоковые Фотографии RF,4022955607,0.5406537055969238
https://t2.ftcdn.net/jpg/00/57/92/73/240_F_57927343_lSaEhohQ7yEZnlFlJRFaYAsKMj0LfjdH.jpg,car poster,5499072774,0.5399595499038696
https://banner2.kisspng.com/20180214/ehq/kisspng-vintage-car-antique-car-vector-classic-car-5a845f4e99ca17.4583990415186245906299.jpg,Vintage car Antique car - Vector classic car png download - 2328 ...,5300269202,0.5396506190299988
https://cdn5.vectorstock.com/i/thumb-large/77/89/vintage-red-small-car-vector-8857789.jpg,Vintage red small car vector,2598793964,0.5396062731742859
https://thumbs.dreamstime.com/t/%D0%BA%D1%80%D0%B0%D1%81%D0%BD%D0%BE-%D0%B1%D0%B5%D0%BB%D1%8B%D0%B5-%D0%BB%D0%B5%D1%82-cabriolet-%D0%B0%D0%B2%D1%82%D0%BE%D0%BC%D0%BE%D0%B1%D0%B8%D0%BB%D1%8F-%D0%BD%D0%B0-%D0%B4%D0%BE%D1%80%D0%BE%D0%B3%D0%B5-r-151145613.jpg,Красно-белые 50 лет cabriolet автомобиля на дороге бесплатная иллюстрация,4344072965,0.5393452048301697
https://img.favpng.com/9/12/19/car-susono-central-motor-driving-school-van-school-bus-png-favpng-zdjP4sPZ7gWYgR6FfbQzGzmmM_t.jpg,Car Vector Material - Car Susono Central Motor Driving School Van School Bus PNG,3698230657,0.5388058423995972
https://thumbs.dreamstime.com/t/citroen-c-pluriel-berlin-germany-august-motor-car-city-street-58771022.jpg,Citroen C3 Pluriel Stock Photography,2792293436,0.5385146141052246
https://i.pinimg.com/originals/92/1c/bf/921cbf2de82adbe301fcada568d5e824.jpg,Car Coloring Pages Simple Car Is The Most Widely Known Vehicle In The World We Can Find Cars Almost Everywhere Cars Coloring Pages Coloring Pages Cute Cars,2526033319,0.5384839773178101
https://cdn.xxl.thumbs.canstockphoto.com/gamle-automobilen-billede_csp7602507.jpg,"gamle, automobilen",4540401217,0.5379367470741272
https://thumbs.dreamstime.com/t/old-vintage-retro-style-handmade-car-model-natural-wooden-colorful-standing-deck-34310220.jpg,Old vintage retro style handmade car model Stock Photo,329804344,0.5378271341323853
https://img.favpng.com/1/15/16/car-volvo-xc40-automotive-design-png-favpng-SYCrZABcCnNW8LhpY9F6AB7Rq_t.jpg,Gray Cartoon Car - Car Volvo XC40 Automotive Design PNG,39357784,0.5377693176269531
"http://ih1.redbubble.net/image.66088917.2184/sticker,220x200-pad,220x200,ffffff.jpg",blue bug Sticker,403053269,0.5368690490722656
https://cdn.dribbble.com/users/2047389/screenshots/5619198/cars_teaser.png,Beetle,4200532152,0.536492645740509
https://thumbs.dreamstime.com/t/topview-minivan-white-background-47266512.jpg,A topview of a minivan. On a white background Stock Photography,2105602391,0.5363633036613464
https://www.pinclipart.com/picdir/middle/67-670850_classic-car-clipart-red-vintage-sports-car-shower.png,Classic Car Clipart,1028982932,0.5362223386764526
http://i00.i.aliimg.com/photo/v1/1742928584/zakka_do_the_old_grocery_handmade_tin.jpg_220x220.jpg,zakka do the old grocery handmade tin toys classic cars Ford nostalgic ornaments B0121,3203827801,0.5361363291740417
https://cdn.xxl.thumbs.canstockphoto.com/chevy-voiture-vieux-rouges-photo-sous-licence_csp0744954.jpg,"chevy, voiture, vieux, rouges",2014501757,0.5361303687095642
https://t1.ftcdn.net/jpg/00/34/15/36/240_F_34153670_l4kx72SztCCOFQJTrBo8CkF3umINfahG.jpg,1950's Luxury sedan on isolated background. Vector illustration,1553936486,0.5360533595085144
http://tse1.mm.bing.net/th?id=OIP.o1q7uR3Fmb8-vZOBjVvXHwHaEn,coloring page of old car old cars coloring pages coloring home,2530301807,0.5360521674156189
